,artist_name,followers,genre,popularity,ID
472,The Cab,"{'href': None, 'total': 450574}","['modern rock', 'neon pop punk', 'pop emo', 'pop punk', 'pop rock', 'post-teen pop', 'vegas indie', 'viral pop']",62,2C2sVVXanbOpymYBMpsi89
473,Nujabes,"{'href': None, 'total': 418639}","['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap']",63,3Rq3YOF9YG9YfCWD4D56RZ
474,Colby O'Donis,"{'href': None, 'total': 92893}","['pop rap', 'urban contemporary']",66,7fObcBw9VM3x7ntWKCYl0z
475,Lily Allen,"{'href': None, 'total': 1465093}","['dance pop', 'europop', 'pop', 'pop rock']",70,13saZpZnCDWOI9D4IJhp1f
476,City and Colour,"{'href': None, 'total': 709096}","['canadian folk', 'canadian indie']",63,74gcBzlQza1bSfob90yRhR
477,Mot√∂rhead,"{'href': None, 'total': 2147810}","['album rock', 'alternative metal', 'groove metal', 'hard rock', 'metal', 'rock', 'speed metal']",68,1DFr97A9HnbV3SKTJFu62M
478,Barbra Streisand,"{'href': None, 'total': 680284}","['adult standards', 'hollywood', 'mellow gold', 'soft rock']",68,7jmTilWYlKOuavFfmQAcu6
479,Cali Y El Dandee,"{'href': None, 'total': 2400977}","['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'spanish pop', 'tropical']",76,5DUlefCLzVRzNWaNURTFpK
480,P.O.D.,"{'href': None, 'total': 1177854}","['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",64,6KO6G41BBLTDNYOLefWTMU
481,Carly Simon,"{'href': None, 'total': 547158}","['adult standards', 'brill building pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",65,4FtSnMlCVxCswABUmdhwpm
482,Silversun Pickups,"{'href': None, 'total': 451265}","['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'post-grunge', 'rock']",60,6qyi8X6MdP1lu6B1K6yh3h
483,They Might Be Giants,"{'href': None, 'total': 222365}","['comic', 'geek rock', 'permanent wave', 'zolo']",60,6zB02lwP6L6ZH32nggQiJT
484,Sarah McLachlan,"{'href': None, 'total': 514209}","['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'folk', 'lilith', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock']",65,4NgNsOXSwIzXlUIJcpnNUp
485,Hoobastank,"{'href': None, 'total': 1415510}","['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",67,2MqhkhX4npxDZ62ObR5ELO
486,The Civil Wars,"{'href': None, 'total': 733996}","['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",63,6J7rw7NELJUCThPbAfyLIE
487,George Frideric Handel,"{'href': None, 'total': 491712}","['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",67,1QL7yTHrdahRMpvNtn6rI2
488,Xzibit,"{'href': None, 'total': 943012}","['detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",67,4tujQJicOnuZRLiBFdp3Ou
489,Cedric Gervais,"{'href': None, 'total': 90138}","['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']",67,4Wjf8diP59VmPG7fi4y724
490,Ricardo Montaner,"{'href': None, 'total': 2598088}","['grupera', 'latin', 'latin pop', 'tropical']",72,4uoz4FUMvpeyGClFTTDBsD
491,Vanessa Carlton,"{'href': None, 'total': 386495}","['dance pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",66,5ILrArfIV0tMURcHJN8Q07
492,Bonobo,"{'href': None, 'total': 998288}","['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",67,0cmWgDlu9CwTgxPhf403hb
493,Duke Dumont,"{'href': None, 'total': 533397}","['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']",70,61lyPtntblHJvA7FMMhi7E
494,M√Ωa,"{'href': None, 'total': 750481}","['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",64,6lHL3ubAMgSasKjNqKb8HF
495,Scarface,"{'href': None, 'total': 481983}","['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",59,19KwjzvIL92r29IINtlPNP
496,Yes,"{'href': None, 'total': 1051249}","['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'rock', 'symphonic rock']",64,7AC976RDJzL2asmZuz7qil
497,Jermaine Dupri,"{'href': None, 'total': 215381}","['atl hip hop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",62,6nfYGe7IIuuP5bMY1jkJP6
498,Sly & The Family Stone,"{'href': None, 'total': 534370}","['classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'funk rock', 'mellow gold', 'motown', 'rock', 'soul', 'southern soul']",63,5m8H6zSadhu1j9Yi04VLqD
499,Young Buck,"{'href': None, 'total': 573825}","['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,4pr7J7wzgObkE3DD3Izi7q
500,Sesame Street,"{'href': None, 'total': 34941}","['cartoon', ""children's music""]",58,50bY8HGxT0SuDgJX3AilTT
501,JJ Heller,"{'href': None, 'total': 52645}","['acoustic pop', 'anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'neo mellow', 'roots worship', 'world worship', 'worship']",60,7dq8KEwf0kQXJhM79iwcPh
502,Deep Purple,"{'href': None, 'total': 3049409}","['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",70,568ZhdwyaiCyOGJRtNYhWf
503,Alan Silvestri,"{'href': None, 'total': 169006}","['scorecore', 'soundtrack']",65,0Xk15jHKly4c3AhPr5vjoA
504,The Kooks,"{'href': None, 'total': 1839262}","['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']",70,1GLtl8uqKmnyCWxHmw9tL4
505,Jewel,"{'href': None, 'total': 418574}","['alaska indie', 'lilith', 'permanent wave', 'pop rock', 'singer-songwriter']",61,6FbDoZnMBTdhhhLuJBOOqP
506,Dispatch,"{'href': None, 'total': 203819}","['indie folk', 'jam band', 'modern folk rock', 'neo mellow', 'reggae rock']",58,6v4jPZO3UIDNJIgdxRxtr9
507,Alice Cooper,"{'href': None, 'total': 1916264}","['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",66,3EhbVgyfGd7HkpsagwL9GS
508,Quiet Riot,"{'href': None, 'total': 887848}","['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",63,1dLWg6m8RRhizsdqJbhyj3
509,Juan Mag√°n,"{'href': None, 'total': 1425441}","['dance pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'spanish pop', 'tropical']",75,1ackd5XprZEkH3McKbQD51
510,Los Rehenes,"{'href': None, 'total': 421527}","['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']",61,5IaAggho4F1gWHE5REe1e8
511,Trampled by Turtles,"{'href': None, 'total': 249840}","['bluegrass', 'deep new americana', 'duluth indie', 'indie folk', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",58,3GjVVVcFmUgEJEAAsbGkf4
512,Louis Prima,"{'href': None, 'total': 107170}","['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']",62,52lBOxCxbJg0ttXEW9CQpW
513,The Spinners,"{'href': None, 'total': 430700}","['classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",62,5fbhwqYYh4YwUoEs582mq5
514,Thal√≠a,"{'href': None, 'total': 2495659}","['dance pop', 'latin', 'latin pop', 'mexican pop']",73,23wEWD21D4TPYiJugoXmYb
515,The Flaming Lips,"{'href': None, 'total': 520170}","['alternative rock', 'art rock', 'chamber pop', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",61,16eRpMNXSQ15wuJoeqguaB
516,Hank Williams,"{'href': None, 'total': 506913}","['folk', 'honky tonk', 'rock-and-roll', 'traditional country', 'traditional folk', 'yodeling']",60,1FClsNYBUoNFtGgzeG74dW
517,Neha Kakkar,"{'href': None, 'total': 8368222}","['desi pop', 'filmi', 'modern bollywood']",75,5f4QpKfy7ptCHwTqspnSJI
518,Mike Perry,"{'href': None, 'total': 874613}","['dance pop', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'pop edm', 'swedish tropical house', 'tropical house']",71,6lB8vOoI4DRrrVxXwuV19c
519,Pesado,"{'href': None, 'total': 874521}","['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",68,4BwiodzEp9Hwes5HeFjMVK
520,Maxwell,"{'href': None, 'total': 978681}","['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",60,2AOt5htsbtyaHd5Eq3kl3j
521,Alacranes Musical,"{'href': None, 'total': 335372}","['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']",59,2aZtzjAzD8fq3OhZ9egqda
522,LaChanze,"{'href': None, 'total': 845}",['movie tunes'],61,3zT7dcLl9wbSXsVh3VQx3A
523,Jodeci,"{'href': None, 'total': 1097418}","['dance pop', 'funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",58,1eNkUXHPaXyuyC8NAgzykK
524,Martina McBride,"{'href': None, 'total': 764178}","['contemporary country', 'country', 'country dawn', 'country road']",60,3P33qFNGBVXl86yQYWspFj
525,Meryl Streep,"{'href': None, 'total': 54397}",['hollywood'],67,2HB65P72dFRiOKvbLLcil2
526,Thrice,"{'href': None, 'total': 319616}","['modern rock', 'post-hardcore', 'screamo']",60,3NChzMpu9exTlNPiqUQ2DE
527,Will Reagan,"{'href': None, 'total': 88017}","['anthem worship', 'ccm', 'christian pop', 'christian uplift', 'deep ccm', 'indiecoustica', 'roots worship', 'world worship', 'worship']",60,3P9Tb34QQEWyjm1pYdPfOP
528,Gilberto Santa Rosa,"{'href': None, 'total': 1028552}","['latin', 'salsa', 'salsa puertorriquena', 'tropical']",69,27vNK840zYq6IfDijHPsv1
529,Jason Isbell,"{'href': None, 'total': 233207}","['alternative country', 'deep new americana', 'folk', 'indie folk', 'new americana', 'roots rock', 'stomp and holler', 'traditional folk']",58,3Q8wgwyVVv0z4UEh1HB0KY
530,Keane,"{'href': None, 'total': 1848440}","['modern rock', 'neo mellow', 'piano rock', 'pop rock', 'rock']",72,53A0W3U0s8diEn9RhXQhVz
531,Mike Jones,"{'href': None, 'total': 262500}","['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",58,07VmOvmuBp9G0gb8BTrpn0
532,Kidd Kidd,"{'href': None, 'total': 11989}",['new orleans rap'],59,2zJoKYyLmhvsq3ORbXE7xF
533,Tina Turner,"{'href': None, 'total': 1734027}","['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",70,1zuJe6b1roixEKMOtyrEak
534,Gojira,"{'href': None, 'total': 591906}","['alternative metal', 'french death metal', 'french metal', 'groove metal', 'metal', 'nu metal', 'progressive metal']",64,0GDGKpJFhVpcjIGF8N6Ewt
535,Rik Rok,"{'href': None, 'total': 3286}",['reggae fusion'],64,67wCYxOq4A1ohAs7jWYaOJ
536,Lillias White,"{'href': None, 'total': 5208}","['disney', 'hollywood', 'movie tunes']",61,5TKKPpY9zr2qrz3JM3Vawq
537,Men At Work,"{'href': None, 'total': 648324}","['album rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",66,0f3EsoviYnRKTkmayI3cux
538,Vaneese Thomas,"{'href': None, 'total': 834}","[ëdisneyí,íhip hopí]",61,79cmm0PKrLWIrqp80GpJtK
539,Cheryl Freeman,"{'href': None, 'total': 3333}","['disney', 'movie tunes']",61,3E0MPcbZSjfJ1HsnJKXkqd
540,Gustavo Santaolalla,"{'href': None, 'total': 137303}","['argentine ambient', 'latin classical', 'latin soundtrack', 'scorecore', 'soundtrack', 'video game music']",65,4W3fa7tiXGVXl3KilbACqt
541,Run‚ÄìD.M.C.,"{'href': None, 'total': 728692}","['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'queens hip hop', 'rap']",64,3CQIn7N5CuRDP8wEI7FiDA
542,Duke Ellington,"{'href': None, 'total': 582271}","['adult standards', 'bebop', 'big band', 'cool jazz', 'jazz', 'jazz piano', 'lounge', 'swing', 'vocal jazz']",63,4F7Q5NV6h5TSwCainz8S5A
543,Billy Squier,"{'href': None, 'total': 387918}","['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",58,3Fz2GbraVXhcpXnoi2Oe1r
544,Fiona Apple,"{'href': None, 'total': 570832}","['art pop', 'chamber pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",60,3g2kUQ6tHLLbmkV7T4GPtL
545,Aaliyah,"{'href': None, 'total': 2063094}","['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",62,0urTpYCsixqZwgNTkPJOJ4
546,The Roots,"{'href': None, 'total': 867614}","['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'southern hip hop']",63,78xUyw6FkVZrRAtziFdtdu
547,John Powell,"{'href': None, 'total': 102251}","['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",64,3EAHF3jdnHHdko5DBrhRUP
548,The Decemberists,"{'href': None, 'total': 454078}","['baroque pop', 'canadian indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'stomp and holler']",59,7ITd48RbLVpUfheE7B86o2
549,Camille Saint-Sa√´ns,"{'href': None, 'total': 204342}","['classical', 'late romantic era']",64,436sYg6CZhNefQJogaXeK0
